dsaid,accession,platform,deg_count,disease,diseaseid,tissue,data_source,library_strategy,organism,control_case_sample_count,definition
DSA04127,GSE179445,GPL16686,19,Lung Injury,C0273115,Lung,GEO,Microarray,Homo sapiens,5|4,"MSH:Damage to any compartment of the lung caused by physical, chemical, or biological agents which characteristically elicit inflammatory reaction. These inflammatory reactions can either be acute and dominated by NEUTROPHILS, or chronic and dominated by LYMPHOCYTES and MACROPHAGES."
DSA04128,GSE10714,GPL570,0,Crohn's Disease,C0010346,Colon,GEO,Microarray,Homo sapiens,3|4,"DO:An inflammatory bowel disease characterized by inflammation located_in colon only, has_symptom diarrhea, has_symptom rectal bleeding, has_symptom skin lesions and has_symptom formation of ulcers, fistulas and abscesses around the anus."
DSA04129,GSE10714,GPL570,0,Colorectal Carcinoma,C0009402,Colon,GEO,Microarray,Homo sapiens,3|3,DO:A colorectal cancer that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa.
DSA04130,GSE10714,GPL570,1,Colorectal Carcinoma,C0009402,Colon,GEO,Microarray,Homo sapiens,3|4,DO:A colorectal cancer that arises from the colon or rectum and invades through the muscularis mucosa into the submucosa.
DSA04131,GSE10714,GPL570,1,Hyperplastic Polyp,C0333983,Colon,GEO,Microarray,Homo sapiens,3|11,"EFO:A polyp found mainly in the stomach and colon. Microscopically, it is characterized by elongated, serrated crypts lined by proliferative epithelium. Hyperplastic polyps are traditionally considered non-neoplastic, but ras mutation is common, clonality has been demonstrated and biochemical abnormalities and epidemiological associations that occur in colorectal adenomas and carcinomas have been found (WHO Tumors of the Digestive System, 2000)."
DSA04132,GSE10780,GPL570,1000,Ductal Breast Carcinoma,C1527349,Breast,GEO,Microarray,Homo sapiens,143|42,DO:A breast ductal carcinoma that is characterized by infiltration into the fibrous or fatty tissue of the breast outside of the duct where it originated.
DSA04133,GSE10799,GPL570,1000,Lung Adenocarcinoma,C0152013,,GEO,Microarray,Homo sapiens,3|16,DO:A respiratory system cancer that is located_in the lung.
DSA04134,GSE179509,GPL18573,70,Breast Cancer,C0678222,Breast,GEO,RNA-Seq,Homo sapiens,2|2,DO:A breast cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DSA04135,GSE10810,GPL570,1000,Breast Cancer,C0678222,Breast,GEO,Microarray,Homo sapiens,27|31,DO:A breast cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DSA04136,GSE10927,GPL570,714,Adrenocortical Adenoma,C0206667,,GEO,Microarray,Homo sapiens,10|22,DO:An endocrine organ benign neoplasm that is a benign tumor of the glandular type (adenoma) in the adrenal gland.
DSA04137,GSE10927,GPL570,1000,Adrenocortical Carcinoma,C0206686,,GEO,Microarray,Homo sapiens,10|33,DO:An adrenal cortex cancer that forms in the outer layer of tissue of the adrenal gland and that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DSA04138,GSE10961,GPL570,0,Liver Metastatic,C0494165,,GEO,Microarray,Homo sapiens,10|8,"NCI:A malignant neoplasm that has spread to the liver from another (primary) anatomic site. Representative examples include carcinomas, lymphomas, melanomas, or sarcomas."
DSA04139,GSE179895,GPL24676,762,Pleomorphic Adenoma Carcinoma,C0344460,Salivary gland,GEO,RNA-Seq,Homo sapiens,5|5,"EFO:A carcinoma that arises from a pleomorphic adenoma in the salivary glands. It usually originates in the parotid gland. Patients usually present with a history of a long-standing tumor mass which grew rapidly in the past few months. Patients with non-invasive or minimally invasive carcinoma have an excellent prognosis. In cases where there is invasion of the surrounding tissues, the clinical course is aggressive."
DSA04140,GSE10971,GPL570,1000,High Grade Serous Carcinoma,C3839280,,GEO,Microarray,Homo sapiens,24|13,
DSA04141,GSE11151,GPL570,0,Clear Cell Sarcoma of The Kidney,C0334488,Kidney,GEO,Microarray,Homo sapiens,2|1,DO:A kidney sarcoma that has_material_basis_in clear cells that are characterized as cells that look clear when viewed under a microscope.
DSA04142,GSE11151,GPL570,0,Collecting Duct Carcinoma,C1266044,Kidney,GEO,Microarray,Homo sapiens,2|2,DO:A renal cell carcinoma that begins in distal collecting ducts of the kidney with a tubulopapillary morphology and intracytoplasmic mucicarminophilic material.
DSA04143,GSE11151,GPL570,1000,Chromophobe Renal Cell Carcinoma,C1266042,Kidney,GEO,Microarray,Homo sapiens,2|4,"DO:A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells."
DSA04144,GSE11151,GPL570,1000,Chromophobe Renal Cell Carcinoma,C1266042,Kidney,GEO,Microarray,Homo sapiens,2|26,"DO:A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells."
DSA04145,GSE11151,GPL570,0,Renal Lipoma,,Kidney,GEO,Microarray,Homo sapiens,2|1,
DSA04146,GSE11151,GPL570,1000,Papillary Renal Cell Carcinoma,C1306837,Kidney,GEO,Microarray,Homo sapiens,2|19,"DO:An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which form complex papillary structures and exhibit compressive, destructive growth that replaces the normal tissue."
DSA04147,GSE11151,GPL570,1000,Renal Oncocytoma,C0346255,Kidney,GEO,Microarray,Homo sapiens,2|4,"EFO:A benign tumor of the kidney, characterized by the presence of large cells with abundant eosinophilic granular cytoplasm. The majority of these tumors are discovered incidentally, during work-up of other conditions."
DSA04148,GSE179987,GPL16791,31,Leprosy,C0023343,Peripheral blood,GEO,RNA-Seq,Homo sapiens,4|4,"DO:A primary bacterial infectious disease that results_in infection located_in superficial peripheral nerves, located_in skin, located_in mucous membranes of the upper respiratory tract, located_in anterior chamber of the eyes, or located_in testes, has_material_basis_in Mycobacterium leprae, which is transmitted_by aerosol spread from infected nasal secretions to exposed nasal and oral mucosa. The infection has_symptom skin lesions, has_symptom sensory loss, has_symptom motor loss and has_symptom eye damage."
DSA04149,GSE179987,GPL16791,1000,Leprosy,C0023343,Peripheral blood,GEO,RNA-Seq,Homo sapiens,4|4,"DO:A primary bacterial infectious disease that results_in infection located_in superficial peripheral nerves, located_in skin, located_in mucous membranes of the upper respiratory tract, located_in anterior chamber of the eyes, or located_in testes, has_material_basis_in Mycobacterium leprae, which is transmitted_by aerosol spread from infected nasal secretions to exposed nasal and oral mucosa. The infection has_symptom skin lesions, has_symptom sensory loss, has_symptom motor loss and has_symptom eye damage."
DSA04150,GSE179993,GPL19057,1000,Primary Biliary Cholangitis,C0008312,Liver,GEO,RNA-Seq,Mus musculus,4|3,DO:A liver cirrhosis characterized by chronic and slow progressive destruction of intrahepatic bile ducts.
DSA04151,GSE179993,GPL19057,1000,Primary Sclerosing Cholangitis,C0566602,Liver,GEO,RNA-Seq,Mus musculus,4|3,"DO:A sclerosing cholangitis characterized by fibroobliterative inflammation of the biliary tract, leading to cirrhosis and portal hypertension."
DSA04152,GSE180014,GPL24676,1000,Acute-On-Chronic Liver Failure,C3850141,,GEO,RNA-Seq,Homo sapiens,5|8,"EFO:Acute-on-chronic liver failure (ACLF) is an extreme condition during the natural history of chronic HBV infection, with a relatively high short-term mortality."
DSA04153,GSE180014,GPL24676,1000,Acute Decompensation,,,GEO,RNA-Seq,Homo sapiens,5|5,
DSA04154,GSE180226,GPL6480,1000,COVID-19,D8888888,Lung,GEO,Microarray,Homo sapiens,3|20,"A Coronavirus infection that is characterized by fever, cough and shortness of breath and that has_material_basis_in SARS-CoV-2."
DSA04155,GSE11151,GPL570,0,Rhabdoid Tumor of The Kidney,C0854917,Kidney,GEO,Microarray,Homo sapiens,2|1,DO:A embryonal cancer that is located in the kidney.
DSA04156,GSE11151,GPL570,2,Wilms Tumor,C2930471,Kidney,GEO,Microarray,Homo sapiens,2|4,"MSH:A malignant kidney tumor, caused by the uncontrolled multiplication of renal stem (blastemal), stromal (STROMAL CELLS), and epithelial (EPITHELIAL CELLS) elements. However, not all three are present in every case. Several genes or chromosomal areas have been associated with Wilms tumor which is usually found in childhood as a firm lump in a child's side or ABDOMEN."
DSA04157,GSE180329,GPL24676,301,TAB2 haploinsufficiency,,,GEO,RNA-Seq,Homo sapiens,10|12,
DSA04158,GSE180415,GPL20301,1000,Idiopathic Pulmonary Fibrosis,C1800706,Lung,GEO,RNA-Seq,Homo sapiens,4|5,DO:A pulmonary fibrosis that is characterized by scarring of the lung.
DSA04159,GSE180574,GPL16791,1000,Cutaneous T Cell Lymphoma,C0079773,,GEO,RNA-Seq,Homo sapiens,1|1,DO:A non-Hodgkin's lymphoma that has_material_basis_in a mutation of T cells.
DSA04160,GSE180574,GPL16791,1000,Cutaneous T Cell Lymphoma,C0079773,,GEO,RNA-Seq,Homo sapiens,1|1,DO:A non-Hodgkin's lymphoma that has_material_basis_in a mutation of T cells.
DSA04161,GSE180574,GPL16791,1000,Cutaneous T Cell Lymphoma,C0079773,,GEO,RNA-Seq,Homo sapiens,1|1,DO:A non-Hodgkin's lymphoma that has_material_basis_in a mutation of T cells.
DSA04162,GSE180574,GPL16791,1000,Cutaneous T Cell Lymphoma,C0079773,,GEO,RNA-Seq,Homo sapiens,1|1,DO:A non-Hodgkin's lymphoma that has_material_basis_in a mutation of T cells.
DSA04163,GSE11151,GPL570,1000,Wilms Tumor,C2930471,Kidney,GEO,Microarray,Homo sapiens,3|4,"MSH:A malignant kidney tumor, caused by the uncontrolled multiplication of renal stem (blastemal), stromal (STROMAL CELLS), and epithelial (EPITHELIAL CELLS) elements. However, not all three are present in every case. Several genes or chromosomal areas have been associated with Wilms tumor which is usually found in childhood as a firm lump in a child's side or ABDOMEN."
DSA04164,GSE11190,GPL570,140,"Hepatitis C, Chronic",C0524910,Kidney,GEO,Microarray,Homo sapiens,2|8,EFO:INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.
DSA04165,GSE11199,GPL570,390,Latent Tuberculosis,C1609538,,GEO,Microarray,Homo sapiens,4|4,"MONDO:Mycobacterium tuberculosis infection that does not induce infectious expression of the disease in the affected person, although it can cause continuous immune response generated towards TB antigens; person having LTBI are asymptomatic and acting as a reservoir of active tuberculosis tuberculosis cases and Mycobacterium tuberculosis and run a 5-10% risk of reactivating tuberculosis throughout their lives."
DSA04166,GSE11199,GPL570,12,Pulmonary Tuberculosis,C0041327,,GEO,Microarray,Homo sapiens,4|4,"DO:A tuberculosis that is a contagious disease located_in lungs. The infection has_symptom fever, has_symptom cough, has_symptom difficulty in breathing, has_symptom inflammatory infiltrations, has_symptom formation of tubercles, has_symptom caseation, has_symptom pleural effusion, and has_symptom fibrosis."
DSA04167,GSE11199,GPL570,268,Meningeal Tuberculosis,C0041318,,GEO,Microarray,Homo sapiens,4|4,EFO:A bacterial infection of the membranes covering the brain and the spinal cord caused by Mycobacterium tuberculosis.
DSA04168,GSE11309,GPL570,0,Autoimmune Polyendocrinopathy,C4316913,,GEO,Microarray,Homo sapiens,3|3,"MONDO:A group of diverse conditions that are characterized by spontaneous, multi-organ autoimmunity, which target both endocrine (adrenal, gonad, pancreatic islet cells, parathyroid, pituitary, thyroid) and non-endocrine (gastrointestinal, integumentary, lymphatic) tissues."
DSA04169,GSE11309,GPL570,1,Autoimmune Polyendocrinopathy,C4316913,,GEO,Microarray,Homo sapiens,3|3,"MONDO:A group of diverse conditions that are characterized by spontaneous, multi-organ autoimmunity, which target both endocrine (adrenal, gonad, pancreatic islet cells, parathyroid, pituitary, thyroid) and non-endocrine (gastrointestinal, integumentary, lymphatic) tissues."
DSA04170,GSE11524,GPL570,346,Sickle Cell Disease,C0002895,Peripheral blood,GEO,Microarray,Homo sapiens,12|18,"DO:A blood protein disease that is characterized by low number of red blood cells, repeated infections, and periodic episodes of pain, resulting from atypical hemoglobin molecules called hemoglobin S, which can distort red blood cells into a sickle, or crescent, shape."
DSA04171,GSE11622,GPL570,1000,Vaginal Atrophy,,Vaginal tissue,GEO,Microarray,Homo sapiens,19|19,
DSA04172,GSE11784,GPL570,284,Chronic Obstructive Pulmonary Disease,C0024117,,GEO,Microarray,Homo sapiens,66|22,"DO:An obstructive lung disease that is a chronic and progressive disorder of small airways in the lungs and that is characterized by irreversible airflow obstruction, typically identified by reductions in quantitative spirometric indices, induced forced expiratory volume at 1 second (FEV1) and the ratio of FEV1 to forced vital capacity (less than 0.7 is diagnostic of COPD).  Lung volume is increased and pulmonary hypertension may occur.  The pathologic changes result in the disruption of the airflow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough and chest tightness. COPD is a consequence (an end result) of chronic bronchitis, emphysema or both."
DSA04173,GSE11784,GPL570,1000,Chronic Obstructive Pulmonary Disease,C0024117,,GEO,Microarray,Homo sapiens,53|22,"DO:An obstructive lung disease that is a chronic and progressive disorder of small airways in the lungs and that is characterized by irreversible airflow obstruction, typically identified by reductions in quantitative spirometric indices, induced forced expiratory volume at 1 second (FEV1) and the ratio of FEV1 to forced vital capacity (less than 0.7 is diagnostic of COPD).  Lung volume is increased and pulmonary hypertension may occur.  The pathologic changes result in the disruption of the airflow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough and chest tightness. COPD is a consequence (an end result) of chronic bronchitis, emphysema or both."
